restaurant_name,dish_name,allergens,guidance_tier,cross_contact
Udon St Marks,Veggie-Ten Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Kaki-Age Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Maru-Ten Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Kara-Age Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Plain Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Sansai Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Kimchee Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Croquette Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Croquette Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Mixed Mushroom Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Zaru,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Ten Zaru,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Mentai Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Bukkake Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Tennose Bukkake,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Sansai Ume Tama Bukkake,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Ponzu Kame Udon,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Katsu Don,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Kalbi Don,"gluten (likely, medium)",Could modify,unknown
Udon St Marks,Ten Don,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Oyako Don,"gluten (likely, medium)",Could modify,unknown
Udon St Marks,Ika-Ten Don,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Negi-Toro Don,"gluten (likely, low)",Could modify,unknown
Udon St Marks,Spicy Tuna Don,none flagged,No allergens flagged,unknown
Udon St Marks,Gyu Don,"gluten (likely, medium)",Could modify,unknown
Udon St Marks,Cutlet Curry,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Regular Curry,"gluten (likely, medium)",Could modify,unknown
Udon St Marks,Gyoza Curry,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Croquette Curry,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Karaage Curry,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Hamburg Curry,"gluten (likely, high)",Flagged,unknown
Udon St Marks,Niku Curry,"gluten (likely, medium)",Could modify,unknown
Veselka,Ukrainian Borscht,none flagged,No allergens flagged,unknown
Veselka,Chicken Noodle,"gluten (likely, high)",Flagged,unknown
Veselka,Matzoh Ball Soup,"gluten (likely, high)",Flagged,unknown
Veselka,Mushroom Barley,"gluten (likely, high)",Flagged,unknown
Veselka,Cold Borscht,none flagged,No allergens flagged,unknown
Veselka,Cold Cucumber Soup,none flagged,No allergens flagged,unknown
Veselka,Extra Matzoh Ball,"gluten (likely, high)",Flagged,unknown
Veselka,Pierogi Four,"gluten (likely, high)",Flagged,unknown
Veselka,Pierogi Eight,"gluten (likely, high)",Flagged,unknown
Veselka,Pierogi Dozen,"gluten (likely, high)",Flagged,unknown
Veselka,Stand with Ukraine Bowl,"gluten (likely, high)",Flagged,unknown
Veselka,Beef Stroganoff,"gluten (likely, medium)",Could modify,unknown
Veselka,Stuffed Cabbage,"gluten (likely, medium)",Could modify,unknown
Veselka,Bigos,"gluten (likely, medium)",Could modify,unknown
Veselka,Kielbasa Dinner,"gluten (likely, medium)",Could modify,unknown
Veselka,Chicken Paprikash,"gluten (likely, medium)",Could modify,unknown
Veselka,Chicken Schnitzel Dinner,"gluten (likely, high)",Flagged,unknown
Veselka,Marinated Chicken Dinner,none flagged,No allergens flagged,unknown
Veselka,Chicken Kyiv,"gluten (likely, high)",Flagged,unknown
Veselka,Potato Pancake Plate,"gluten (likely, medium)",Could modify,unknown
Veselka,Blintz Single,"gluten (likely, high)",Flagged,unknown
Veselka,Raspberry Blintz Single,"gluten (likely, high)",Flagged,unknown
Veselka,Blintz Plate,"gluten (likely, high)",Flagged,unknown
Veselka,Raspberry Blintz Plate,"gluten (likely, high)",Flagged,unknown
Veselka,AP Meat Cabbage,"gluten (likely, medium)",Could modify,unknown
Veselka,AP Vegetarian Cabbage,"gluten (likely, medium)",Could modify,unknown
Veselka,Meat Plate Combo,"gluten (likely, high)",Flagged,unknown
Veselka,Deluxe Meat Combo,"gluten (likely, high)",Flagged,unknown
Veselka,Vegetarian Combo Plate,"gluten (likely, high)",Flagged,unknown
Veselka,Deluxe Vegetarian Combo,"gluten (likely, high)",Flagged,unknown
Veselka,Potato Pancake Combo Plate,"gluten (likely, medium)",Could modify,unknown
Veselka,Madame Alexander,"tree nut (declared); gluten (likely, high)",Flagged,unknown
Veselka,Chicken Schnitzel Sandwich,"gluten (likely, high)",Flagged,unknown
Veselka,Grilled Cheese Sandwich,"gluten (likely, high)",Flagged,unknown
Veselka,Tuna Melt,"gluten (likely, high)",Flagged,unknown
Veselka,Tuna Salad Sandwich,"gluten (likely, high)",Flagged,unknown
Veselka,Grilled Chicken Sandwich,"gluten (likely, high)",Flagged,unknown
Veselka,BLT,"gluten (likely, high)",Flagged,unknown
Veselka,Smoked Turkey BLT,"gluten (likely, high)",Flagged,unknown
Veselka,Bagel w/Smoked Salmon,"gluten (likely, high)",Flagged,unknown
Veselka,Burger,"gluten (likely, medium)",Could modify,unknown
Veselka,Veggie Burger,"gluten (likely, medium)",Could modify,unknown
Veselka,Reuben,"gluten (likely, high)",Flagged,unknown
Veselka,Salad - Beet & Goat Cheese,tree nut (declared),Flagged,unknown
Veselka,Salad - Lentil Salad,none flagged,No allergens flagged,unknown
Veselka,Salad - Tuna Salad & Greens,none flagged,No allergens flagged,unknown
Veselka,Salad - Cobb Salad,none flagged,No allergens flagged,unknown
Veselka,Salad - Grilled Chicken & Greens,none flagged,Unknown,unknown
Veselka,Salad - Fattoush,gluten (declared),Flagged,unknown
Veselka,Custom Egg Sandwich,"gluten (likely, high)",Flagged,unknown
Veselka,EV Classic Egg Sandwich,"gluten (likely, medium)",Could modify,unknown
Veselka,Veselka GCT Fried Egg Sandwich,gluten (declared),Flagged,unknown
Veselka,Veselka Williamsburg Egg Sandwich,gluten (declared),Flagged,unknown
Veselka,Ukrainian Breakfast Burrito,gluten (declared),Flagged,unknown
Veselka,Western Omelette,gluten (declared),Flagged,unknown
Veselka,Ukrainian Omelette,gluten (declared),Flagged,unknown
Veselka,Omelette,gluten (declared),Flagged,unknown
Veselka,Two Eggs Any Style,gluten (declared),Flagged,unknown
Veselka,Pancakes,"gluten (likely, high)",Flagged,unknown
Veselka,Challah French Toast,gluten (declared),Flagged,unknown
Veselka,Waffle,"gluten (likely, high)",Flagged,unknown
Veselka,Side Bacon,none flagged,No allergens flagged,unknown
Veselka,Side Pork Sausage,"gluten (likely, medium)",Could modify,unknown
Veselka,Side Kielbasa,"gluten (likely, medium)",Could modify,unknown
Veselka,Side Corned Beef Hash,none flagged,No allergens flagged,unknown
Veselka,Side Ham,none flagged,Unknown,unknown
Veselka,Bagel w/Schmear,"gluten (likely, high)",Flagged,unknown
Veselka,Side Avocado,none flagged,Unknown,unknown
Veselka,SD Beet/Horseradish Salad,none flagged,Unknown,unknown
Veselka,SD Coleslaw,none flagged,Unknown,unknown
Veselka,SD Egg Noodles,"gluten (likely, high)",Flagged,unknown
Veselka,SD French Fries,none flagged,Unknown,unknown
Veselka,SD Kasha,none flagged,Unknown,unknown
Veselka,SD Mash Pot,none flagged,No allergens flagged,unknown
Veselka,SD Pot Pancake,"gluten (likely, medium)",Could modify,unknown
Veselka,SD Sauerkraut,none flagged,Unknown,unknown
Veselka,SD Garlic Broccoli,none flagged,No allergens flagged,unknown
Veselka,SD Cauliflower,none flagged,No allergens flagged,unknown
Veselka,SD Myzeriya cucumber salad,none flagged,Unknown,unknown
Veselka,SD Potato Salad,none flagged,Unknown,unknown
Veselka,Chicken Shashlyk Meatballs,"gluten (likely, medium)",Could modify,unknown
Veselka,Salad - Summer,tree nut (declared),Flagged,unknown
Veselka,Vegetable Chili,none flagged,No allergens flagged,unknown
Veselka,Blueberry Pierogi Bowl,"gluten (likely, high)",Flagged,unknown
Veselka,Apple Crumb Cake,"gluten (likely, high)",Flagged,unknown
Veselka,Medovyk,"gluten (likely, high)",Flagged,unknown
Veselka,Brownie,"gluten (likely, high)",Flagged,unknown
Veselka,Cookie B/Y,"gluten (likely, high)",Flagged,unknown
Veselka,Apricot Raspberry Bar,"gluten (likely, medium)",Could modify,unknown
Veselka,Rice Krispy Treat,none flagged,Unknown,unknown
Veselka,Dog Biscuit,"gluten (likely, medium)",Could modify,unknown
Veselka,Piana Vyshnia Cake,"gluten (likely, high)",Flagged,unknown
Veselka,Crostata,"gluten (likely, high)",Flagged,unknown
Veselka,Passionfruit Cheesecake,"gluten (likely, high)",Flagged,unknown
Veselka,Hot Beverages,none flagged,No allergens flagged,unknown
Veselka,Cold Specialty Drinks & Juices,none flagged,No allergens flagged,unknown
Veselka,Egg Creams,none flagged,No allergens flagged,unknown
Veselka,Potato & Cheese Pierogi - Frozen (8pack),"gluten (likely, high)",Flagged,unknown
Veselka,Cheese Pierogi - Frozen (8pack),"gluten (likely, high)",Flagged,unknown
Veselka,Braised Beef Pierogi - Frozen (8pack),"gluten (likely, high)",Flagged,unknown
Veselka,Sauerkraut & Mushroom Pierogi - Frozen (8pack),"gluten (likely, high)",Flagged,unknown
Veselka,Chicken & Vegetable Pierogi - Frozen (8pack),"gluten (likely, high)",Flagged,unknown
Veselka,Potato Pancakes - Frozen (2pack),"gluten (likely, medium)",Could modify,unknown
Veselka,Ukrainian Borscht - 1qt Frozen,none flagged,No allergens flagged,unknown
Veselka,Vegetarian Borscht - 1qt Frozen,none flagged,No allergens flagged,unknown
Veselka,Chicken Noodle Soup - 1qt Frozen,"gluten (likely, high)",Flagged,unknown
Veselka,Matzoh Ball Soup - 1qt Frozen,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Yotsumi,none flagged,No allergens flagged,unknown
Yakitori Taisho,Hatsu,none flagged,No allergens flagged,unknown
Yakitori Taisho,Teba,none flagged,No allergens flagged,unknown
Yakitori Taisho,Sunazuri,none flagged,No allergens flagged,unknown
Yakitori Taisho,Kimo,none flagged,No allergens flagged,unknown
Yakitori Taisho,Tsukune,none flagged,No allergens flagged,unknown
Yakitori Taisho,Gyutan,none flagged,No allergens flagged,unknown
Yakitori Taisho,Gyu,none flagged,No allergens flagged,unknown
Yakitori Taisho,Bara,none flagged,No allergens flagged,unknown
Yakitori Taisho,Shiitake,none flagged,No allergens flagged,unknown
Yakitori Taisho,Shishito,none flagged,No allergens flagged,unknown
Yakitori Taisho,Pman,none flagged,No allergens flagged,unknown
Yakitori Taisho,Ninniku,none flagged,No allergens flagged,unknown
Yakitori Taisho,Negi,none flagged,No allergens flagged,unknown
Yakitori Taisho,Ebi,none flagged,No allergens flagged,unknown
Yakitori Taisho,Uzura,none flagged,No allergens flagged,unknown
Yakitori Taisho,Uzura Bacon,none flagged,No allergens flagged,unknown
Yakitori Taisho,A Set,none flagged,No allergens flagged,unknown
Yakitori Taisho,B Set,none flagged,No allergens flagged,unknown
Yakitori Taisho,Sausage,none flagged,No allergens flagged,unknown
Yakitori Taisho,Aspara Bacon,none flagged,No allergens flagged,unknown
Yakitori Taisho,Tako,none flagged,No allergens flagged,unknown
Yakitori Taisho,Kawa,none flagged,No allergens flagged,unknown
Yakitori Taisho,Honetsuki Kalbi,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Saba Shio,none flagged,No allergens flagged,unknown
Yakitori Taisho,BBQ Tori Teriyaki,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Tonsoku,none flagged,No allergens flagged,unknown
Yakitori Taisho,Yaki Morokoshi,none flagged,No allergens flagged,unknown
Yakitori Taisho,Mentai Potato,none flagged,No allergens flagged,unknown
Yakitori Taisho,Kabocha Tempura,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Dashimaki Tamago,none flagged,No allergens flagged,unknown
Yakitori Taisho,Agedashi Tofu,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Potato Salad,none flagged,No allergens flagged,unknown
Yakitori Taisho,Edamame,none flagged,No allergens flagged,unknown
Yakitori Taisho,Small Green Salad,none flagged,No allergens flagged,unknown
Yakitori Taisho,Kimchi,none flagged,No allergens flagged,unknown
Yakitori Taisho,Hiya Yakko,none flagged,No allergens flagged,unknown
Yakitori Taisho,Yasai Itame,none flagged,No allergens flagged,unknown
Yakitori Taisho,Mozukusu,none flagged,No allergens flagged,unknown
Yakitori Taisho,Charshu Avocado,none flagged,No allergens flagged,unknown
Yakitori Taisho,MenQ,none flagged,No allergens flagged,unknown
Yakitori Taisho,Spicy Tuna Tartar,none flagged,No allergens flagged,unknown
Yakitori Taisho,Tako Wasabi,none flagged,No allergens flagged,unknown
Yakitori Taisho,Ebi Mayo,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Salmon Carpaccio,none flagged,Unknown,unknown
Yakitori Taisho,Tuna Avocado,none flagged,No allergens flagged,unknown
Yakitori Taisho,Iidako Karaage,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Tuna Carpaccio,none flagged,Unknown,unknown
Yakitori Taisho,Salmon Avocado Salad,none flagged,No allergens flagged,unknown
Yakitori Taisho,Classic Tonkotsu Ramen,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Negi Ramen,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Charsiu Tonkotsu Ramen,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Nabeyuki Udon,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Kimchi Nabe,none flagged,No allergens flagged,unknown
Yakitori Taisho,Miso Soup,none flagged,Unknown,unknown
Yakitori Taisho,Sunagimo Karaage,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Tatsuta Age,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Chikuwa Cheese,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Gyoza,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Ebi Shumai,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Kurobuta Sausage,none flagged,No allergens flagged,unknown
Yakitori Taisho,Takoyaki,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Okonomiyaki,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Taisho-Fu Steak,none flagged,No allergens flagged,unknown
Yakitori Taisho,Buta To Enoki No Scramble Egg,none flagged,No allergens flagged,unknown
Yakitori Taisho,Butabara Kurozu Itame,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Buta Kimchi,none flagged,No allergens flagged,unknown
Yakitori Taisho,Saikoro Steak,none flagged,No allergens flagged,unknown
Yakitori Taisho,Age Takoyaki,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Taisho Shrimp Fried Rice,none flagged,No allergens flagged,unknown
Yakitori Taisho,Butamayo,none flagged,No allergens flagged,unknown
Yakitori Taisho,Yaki Unagi Sushi Roll,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Geso Isobe,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Salmon Cream Yakisoba,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Yakisoba,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Yaki Udon,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Sake Chazuke,none flagged,No allergens flagged,unknown
Yakitori Taisho,Ume Chazuke,none flagged,No allergens flagged,unknown
Yakitori Taisho,Mentai Chazuke,none flagged,No allergens flagged,unknown
Yakitori Taisho,Tonkotsu Chazuke,none flagged,No allergens flagged,unknown
Yakitori Taisho,Kimchi Yaki Udon,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Tan Tan Udon,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Mentai Udon,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Una Tama Don,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Supa Tuna Don,none flagged,No allergens flagged,unknown
Yakitori Taisho,Oh! Taisho Don,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Ebi Tendon,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Taisho Beef Steak Don,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Chicken Teriyaki Don,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Oyakodon,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Plain Onigiri,none flagged,No allergens flagged,unknown
Yakitori Taisho,Ume Onigiri,none flagged,No allergens flagged,unknown
Yakitori Taisho,Okaka Onigiri,none flagged,No allergens flagged,unknown
Yakitori Taisho,Sake Onigiri,none flagged,No allergens flagged,unknown
Yakitori Taisho,Mentai Onigiri,none flagged,No allergens flagged,unknown
Yakitori Taisho,Yaki Onigiri,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Yaki Ume Onigiri,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Yaki Okaka Onigiri,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Yaki Sake Onigiri,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Yaki Mentai Onigiri,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Small White Rice,none flagged,Unknown,unknown
Yakitori Taisho,Large White Rice,none flagged,Unknown,unknown
Yakitori Taisho,Taisho Beef Curry,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Karaage Curry,"gluten (likely, medium); gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Beef Hamburger Steak With Curry,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Japanese Mayonnaise,none flagged,Unknown,unknown
Yakitori Taisho,Tonkatsu Sauce,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Extra Japanese Salad Dressing,none flagged,Unknown,unknown
Yakitori Taisho,Spicy Mayonnaise,none flagged,Unknown,unknown
Yakitori Taisho,Mentai Mayo,none flagged,No allergens flagged,unknown
Yakitori Taisho,Teriyaki Sauce,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Hot Sauce,none flagged,Unknown,unknown
Yakitori Taisho,Chicken Teriyaki Tei,"gluten (likely, high)",Flagged,unknown
Yakitori Taisho,Saba Shio Tei,none flagged,No allergens flagged,unknown
Yakitori Taisho,Kara Age Tei,"gluten (likely, medium)",Could modify,unknown
Yakitori Taisho,Yasai Itame Tei,none flagged,No allergens flagged,unknown
